pos	value	group	Pos	total	base	proportion	pos_from_5end	sample
59	2311	C.T	59	433128	C	0.00533560517906947	59	results_64.GBR_1933b_S36_mapped_At.q20
60	2193	C.T	60	428966	C	0.00511229328198505	60	results_64.GBR_1933b_S36_mapped_At.q20
61	2216	C.T	61	429826	C	0.00515557458134222	61	results_64.GBR_1933b_S36_mapped_At.q20
62	2161	C.T	62	430435	C	0.00502050251489772	62	results_64.GBR_1933b_S36_mapped_At.q20
63	2134	C.T	63	425508	C	0.00501518185322015	63	results_64.GBR_1933b_S36_mapped_At.q20
64	2118	C.T	64	426783	C	0.0049627093862689	64	results_64.GBR_1933b_S36_mapped_At.q20
65	2155	C.T	65	426490	C	0.00505287345541513	65	results_64.GBR_1933b_S36_mapped_At.q20
66	2095	C.T	66	420404	C	0.00498330177638652	66	results_64.GBR_1933b_S36_mapped_At.q20
67	2150	C.T	67	421156	C	0.00510499672330443	67	results_64.GBR_1933b_S36_mapped_At.q20
68	2071	C.T	68	420282	C	0.00492764382010174	68	results_64.GBR_1933b_S36_mapped_At.q20
69	1988	C.T	69	414992	C	0.00479045379188033	69	results_64.GBR_1933b_S36_mapped_At.q20
70	2079	C.T	70	417708	C	0.00497716107903128	70	results_64.GBR_1933b_S36_mapped_At.q20
1	6915	C.T	1	1039202	C	0.00665414423759769	1	results_75.LTU_1894_S30_mapped_At.q20
2	5618	C.T	2	894909	C	0.00627773326673438	2	results_75.LTU_1894_S30_mapped_At.q20
3	4681	C.T	3	996815	C	0.00469595662184056	3	results_75.LTU_1894_S30_mapped_At.q20
4	4795	C.T	4	1009256	C	0.00475102451707	4	results_75.LTU_1894_S30_mapped_At.q20
5	5402	C.T	5	1002963	C	0.00538604116004279	5	results_75.LTU_1894_S30_mapped_At.q20
6	5236	C.T	6	996156	C	0.00525620485144897	6	results_75.LTU_1894_S30_mapped_At.q20
7	5059	C.T	7	995245	C	0.00508317047561153	7	results_75.LTU_1894_S30_mapped_At.q20
8	4897	C.T	8	997055	C	0.00491146426225233	8	results_75.LTU_1894_S30_mapped_At.q20
9	5003	C.T	9	992259	C	0.00504203035699349	9	results_75.LTU_1894_S30_mapped_At.q20
10	4953	C.T	10	995538	C	0.00497519933945264	10	results_75.LTU_1894_S30_mapped_At.q20
11	5034	C.T	11	995138	C	0.00505859488834714	11	results_75.LTU_1894_S30_mapped_At.q20
12	4717	C.T	12	988152	C	0.004773557104575	12	results_75.LTU_1894_S30_mapped_At.q20
13	4634	C.T	13	990654	C	0.0046777179519792	13	results_75.LTU_1894_S30_mapped_At.q20
14	4860	C.T	14	992795	C	0.0048952704234006	14	results_75.LTU_1894_S30_mapped_At.q20
15	4941	C.T	15	990862	C	0.00498656725154461	15	results_75.LTU_1894_S30_mapped_At.q20
16	4699	C.T	16	991480	C	0.00473937951345463	16	results_75.LTU_1894_S30_mapped_At.q20
17	4864	C.T	17	993658	C	0.00489504437140344	17	results_75.LTU_1894_S30_mapped_At.q20
18	4869	C.T	18	989045	C	0.00492293070588295	18	results_75.LTU_1894_S30_mapped_At.q20
19	4723	C.T	19	993533	C	0.00475374245243993	19	results_75.LTU_1894_S30_mapped_At.q20
20	4808	C.T	20	991744	C	0.0048480252968508	20	results_75.LTU_1894_S30_mapped_At.q20
21	4788	C.T	21	994018	C	0.00481681418243935	21	results_75.LTU_1894_S30_mapped_At.q20
22	4969	C.T	22	992991	C	0.00500407355152262	22	results_75.LTU_1894_S30_mapped_At.q20
23	4775	C.T	23	994012	C	0.00480376494448759	23	results_75.LTU_1894_S30_mapped_At.q20
24	4904	C.T	24	990990	C	0.00494858676676858	24	results_75.LTU_1894_S30_mapped_At.q20
25	4853	C.T	25	991299	C	0.00489559658589386	25	results_75.LTU_1894_S30_mapped_At.q20
26	4900	C.T	26	992129	C	0.0049388738762802	26	results_75.LTU_1894_S30_mapped_At.q20
27	4729	C.T	27	987860	C	0.0047871155831798	27	results_75.LTU_1894_S30_mapped_At.q20
28	4932	C.T	28	988210	C	0.00499084202750428	28	results_75.LTU_1894_S30_mapped_At.q20
29	4863	C.T	29	989404	C	0.00491508018968995	29	results_75.LTU_1894_S30_mapped_At.q20
30	4860	C.T	30	988514	C	0.00491647058109445	30	results_75.LTU_1894_S30_mapped_At.q20
31	4875	C.T	31	990466	C	0.00492192563904263	31	results_75.LTU_1894_S30_mapped_At.q20
32	4797	C.T	32	989970	C	0.00484560138186006	32	results_75.LTU_1894_S30_mapped_At.q20
33	4801	C.T	33	986954	C	0.00486446176822831	33	results_75.LTU_1894_S30_mapped_At.q20
34	4846	C.T	34	987876	C	0.00490547396636825	34	results_75.LTU_1894_S30_mapped_At.q20
35	4871	C.T	35	989475	C	0.00492281260264282	35	results_75.LTU_1894_S30_mapped_At.q20
36	4748	C.T	36	984498	C	0.00482276246371247	36	results_75.LTU_1894_S30_mapped_At.q20
37	4848	C.T	37	984870	C	0.00492247707819306	37	results_75.LTU_1894_S30_mapped_At.q20
38	4861	C.T	38	987543	C	0.00492231730668943	38	results_75.LTU_1894_S30_mapped_At.q20
39	4839	C.T	39	983927	C	0.00491804778200009	39	results_75.LTU_1894_S30_mapped_At.q20
40	4697	C.T	40	985222	C	0.00476745342674037	40	results_75.LTU_1894_S30_mapped_At.q20
41	4697	C.T	41	986562	C	0.00476097802266862	41	results_75.LTU_1894_S30_mapped_At.q20
42	4738	C.T	42	982208	C	0.0048238255033557	42	results_75.LTU_1894_S30_mapped_At.q20
43	4739	C.T	43	984244	C	0.0048148629811307	43	results_75.LTU_1894_S30_mapped_At.q20
44	4745	C.T	44	985572	C	0.00481446307322042	44	results_75.LTU_1894_S30_mapped_At.q20
45	4646	C.T	45	981279	C	0.00473463714193415	45	results_75.LTU_1894_S30_mapped_At.q20
46	4596	C.T	46	982185	C	0.00467936284915775	46	results_75.LTU_1894_S30_mapped_At.q20
47	4805	C.T	47	983672	C	0.00488475833407884	47	results_75.LTU_1894_S30_mapped_At.q20
48	4809	C.T	48	978796	C	0.00491317904854536	48	results_75.LTU_1894_S30_mapped_At.q20
49	4699	C.T	49	981301	C	0.00478854092679005	49	results_75.LTU_1894_S30_mapped_At.q20
50	4734	C.T	50	982210	C	0.00481974323209904	50	results_75.LTU_1894_S30_mapped_At.q20
51	4597	C.T	51	978018	C	0.00470032248895215	51	results_75.LTU_1894_S30_mapped_At.q20
52	4666	C.T	52	979586	C	0.00476323671428542	52	results_75.LTU_1894_S30_mapped_At.q20
53	4683	C.T	53	980300	C	0.00477710904825054	53	results_75.LTU_1894_S30_mapped_At.q20
54	4631	C.T	54	977117	C	0.00473945290072734	54	results_75.LTU_1894_S30_mapped_At.q20
55	4695	C.T	55	978501	C	0.00479815554608529	55	results_75.LTU_1894_S30_mapped_At.q20
56	4570	C.T	56	977293	C	0.00467618206617667	56	results_75.LTU_1894_S30_mapped_At.q20
57	4813	C.T	57	975057	C	0.00493612168314263	57	results_75.LTU_1894_S30_mapped_At.q20
58	4630	C.T	58	978279	C	0.00473280117430713	58	results_75.LTU_1894_S30_mapped_At.q20
59	4734	C.T	59	974689	C	0.00485693385274688	59	results_75.LTU_1894_S30_mapped_At.q20
60	4510	C.T	60	973182	C	0.00463428217948955	60	results_75.LTU_1894_S30_mapped_At.q20
61	4403	C.T	61	975896	C	0.00451175125218261	61	results_75.LTU_1894_S30_mapped_At.q20
62	4357	C.T	62	972853	C	0.00447858001157421	62	results_75.LTU_1894_S30_mapped_At.q20
63	4479	C.T	63	969618	C	0.00461934493790338	63	results_75.LTU_1894_S30_mapped_At.q20
64	4310	C.T	64	966134	C	0.00446107889795825	64	results_75.LTU_1894_S30_mapped_At.q20
65	4311	C.T	65	964255	C	0.00447080907021483	65	results_75.LTU_1894_S30_mapped_At.q20
66	4323	C.T	66	961128	C	0.0044978400379554	66	results_75.LTU_1894_S30_mapped_At.q20
67	4363	C.T	67	960726	C	0.00454135726523483	67	results_75.LTU_1894_S30_mapped_At.q20
68	4248	C.T	68	958912	C	0.00443002069011546	68	results_75.LTU_1894_S30_mapped_At.q20
69	4335	C.T	69	957937	C	0.00452534978813847	69	results_75.LTU_1894_S30_mapped_At.q20
70	4358	C.T	70	958407	C	0.00454712872506148	70	results_75.LTU_1894_S30_mapped_At.q20
1	120	C.T	1	11842	C	0.0101334234082081	1	results_76.LTU_2009_S19_mapped_At.q20
2	93	C.T	2	9758	C	0.00953064152490264	2	results_76.LTU_2009_S19_mapped_At.q20
3	68	C.T	3	9848	C	0.00690495532087734	3	results_76.LTU_2009_S19_mapped_At.q20
4	57	C.T	4	10086	C	0.00565139797739441	4	results_76.LTU_2009_S19_mapped_At.q20
5	73	C.T	5	9879	C	0.00738941188379391	5	results_76.LTU_2009_S19_mapped_At.q20
6	75	C.T	6	9855	C	0.0076103500761035	6	results_76.LTU_2009_S19_mapped_At.q20
7	69	C.T	7	10211	C	0.00675741847027715	7	results_76.LTU_2009_S19_mapped_At.q20
8	68	C.T	8	10011	C	0.00679252821895915	8	results_76.LTU_2009_S19_mapped_At.q20
9	61	C.T	9	9986	C	0.00610855197276187	9	results_76.LTU_2009_S19_mapped_At.q20
10	58	C.T	10	10121	C	0.00573065902578797	10	results_76.LTU_2009_S19_mapped_At.q20
11	67	C.T	11	10030	C	0.00667996011964108	11	results_76.LTU_2009_S19_mapped_At.q20
12	51	C.T	12	9962	C	0.00511945392491468	12	results_76.LTU_2009_S19_mapped_At.q20
13	54	C.T	13	9951	C	0.00542659029243292	13	results_76.LTU_2009_S19_mapped_At.q20
14	50	C.T	14	9958	C	0.00502108857200241	14	results_76.LTU_2009_S19_mapped_At.q20
15	50	C.T	15	9891	C	0.00505510059650187	15	results_76.LTU_2009_S19_mapped_At.q20
16	64	C.T	16	10066	C	0.00635803695608981	16	results_76.LTU_2009_S19_mapped_At.q20
17	50	C.T	17	9983	C	0.00500851447460683	17	results_76.LTU_2009_S19_mapped_At.q20
18	67	C.T	18	10116	C	0.00662317121391854	18	results_76.LTU_2009_S19_mapped_At.q20
19	57	C.T	19	10019	C	0.00568919053797784	19	results_76.LTU_2009_S19_mapped_At.q20
20	64	C.T	20	10026	C	0.00638340315180531	20	results_76.LTU_2009_S19_mapped_At.q20
21	53	C.T	21	9994	C	0.00530318190914549	21	results_76.LTU_2009_S19_mapped_At.q20
22	58	C.T	22	10044	C	0.00577459179609717	22	results_76.LTU_2009_S19_mapped_At.q20
23	60	C.T	23	9969	C	0.00601865783930184	23	results_76.LTU_2009_S19_mapped_At.q20
24	60	C.T	24	9692	C	0.00619067271976888	24	results_76.LTU_2009_S19_mapped_At.q20
25	48	C.T	25	9915	C	0.0048411497730711	25	results_76.LTU_2009_S19_mapped_At.q20
26	55	C.T	26	9731	C	0.00565203987257219	26	results_76.LTU_2009_S19_mapped_At.q20
27	42	C.T	27	9883	C	0.00424972174440959	27	results_76.LTU_2009_S19_mapped_At.q20
28	57	C.T	28	9977	C	0.00571314022251178	28	results_76.LTU_2009_S19_mapped_At.q20
29	44	C.T	29	9878	C	0.0044543429844098	29	results_76.LTU_2009_S19_mapped_At.q20
30	58	C.T	30	9842	C	0.00589311115626905	30	results_76.LTU_2009_S19_mapped_At.q20
31	42	C.T	31	9775	C	0.00429667519181586	31	results_76.LTU_2009_S19_mapped_At.q20
32	55	C.T	32	9772	C	0.00562832582889889	32	results_76.LTU_2009_S19_mapped_At.q20
33	56	C.T	33	9644	C	0.00580671920364994	33	results_76.LTU_2009_S19_mapped_At.q20
34	59	C.T	34	9634	C	0.00612414365787835	34	results_76.LTU_2009_S19_mapped_At.q20
35	49	C.T	35	9706	C	0.00504842365547084	35	results_76.LTU_2009_S19_mapped_At.q20
36	38	C.T	36	9527	C	0.00398866379762779	36	results_76.LTU_2009_S19_mapped_At.q20
37	59	C.T	37	9556	C	0.00617413143574717	37	results_76.LTU_2009_S19_mapped_At.q20
38	68	C.T	38	9553	C	0.00711818276981053	38	results_76.LTU_2009_S19_mapped_At.q20
39	60	C.T	39	9695	C	0.00618875709128417	39	results_76.LTU_2009_S19_mapped_At.q20
40	50	C.T	40	9670	C	0.00517063081695967	40	results_76.LTU_2009_S19_mapped_At.q20
41	52	C.T	41	9561	C	0.00543876163581215	41	results_76.LTU_2009_S19_mapped_At.q20
42	51	C.T	42	9659	C	0.00528004969458536	42	results_76.LTU_2009_S19_mapped_At.q20
43	52	C.T	43	9404	C	0.00552956188855806	43	results_76.LTU_2009_S19_mapped_At.q20
44	50	C.T	44	9432	C	0.0053011026293469	44	results_76.LTU_2009_S19_mapped_At.q20
45	58	C.T	45	9430	C	0.00615058324496288	45	results_76.LTU_2009_S19_mapped_At.q20
46	39	C.T	46	9247	C	0.00421758408132367	46	results_76.LTU_2009_S19_mapped_At.q20
47	44	C.T	47	9492	C	0.00463548251158871	47	results_76.LTU_2009_S19_mapped_At.q20
48	53	C.T	48	9395	C	0.00564129856306546	48	results_76.LTU_2009_S19_mapped_At.q20
49	56	C.T	49	9457	C	0.00592153960029608	49	results_76.LTU_2009_S19_mapped_At.q20
50	63	C.T	50	9482	C	0.00664416789706813	50	results_76.LTU_2009_S19_mapped_At.q20
51	56	C.T	51	9404	C	0.00595491280306253	51	results_76.LTU_2009_S19_mapped_At.q20
52	41	C.T	52	9355	C	0.00438268305718867	52	results_76.LTU_2009_S19_mapped_At.q20
53	46	C.T	53	9330	C	0.00493033226152197	53	results_76.LTU_2009_S19_mapped_At.q20
54	45	C.T	54	9294	C	0.00484183344092963	54	results_76.LTU_2009_S19_mapped_At.q20
55	47	C.T	55	9267	C	0.00507176000863278	55	results_76.LTU_2009_S19_mapped_At.q20
56	58	C.T	56	9317	C	0.00622517977889879	56	results_76.LTU_2009_S19_mapped_At.q20
57	45	C.T	57	9260	C	0.00485961123110151	57	results_76.LTU_2009_S19_mapped_At.q20
58	40	C.T	58	9213	C	0.00434169108867904	58	results_76.LTU_2009_S19_mapped_At.q20
59	41	C.T	59	9214	C	0.00444975037985674	59	results_76.LTU_2009_S19_mapped_At.q20
60	45	C.T	60	9198	C	0.00489236790606654	60	results_76.LTU_2009_S19_mapped_At.q20
61	42	C.T	61	9161	C	0.0045846523305316	61	results_76.LTU_2009_S19_mapped_At.q20
62	39	C.T	62	9077	C	0.00429657375784951	62	results_76.LTU_2009_S19_mapped_At.q20
63	44	C.T	63	8896	C	0.00494604316546763	63	results_76.LTU_2009_S19_mapped_At.q20
64	43	C.T	64	9111	C	0.00471956975085062	64	results_76.LTU_2009_S19_mapped_At.q20
65	39	C.T	65	8992	C	0.00433718861209964	65	results_76.LTU_2009_S19_mapped_At.q20
66	46	C.T	66	9014	C	0.0051031728422454	66	results_76.LTU_2009_S19_mapped_At.q20
67	48	C.T	67	8891	C	0.00539871780452143	67	results_76.LTU_2009_S19_mapped_At.q20
68	41	C.T	68	8779	C	0.0046702357899533	68	results_76.LTU_2009_S19_mapped_At.q20
69	54	C.T	69	8909	C	0.00606128633965653	69	results_76.LTU_2009_S19_mapped_At.q20
70	49	C.T	70	8988	C	0.00545171339563863	70	results_76.LTU_2009_S19_mapped_At.q20
1	10175	C.T	1	965437	C	0.0105392687456561	1	results_86.NOR_1911_S7_mapped_At.q20
2	8240	C.T	2	915415	C	0.00900138188690375	2	results_86.NOR_1911_S7_mapped_At.q20
3	6711	C.T	3	962160	C	0.00697493140434023	3	results_86.NOR_1911_S7_mapped_At.q20
4	6832	C.T	4	983328	C	0.00694783429333854	4	results_86.NOR_1911_S7_mapped_At.q20
5	7716	C.T	5	966223	C	0.00798573414211833	5	results_86.NOR_1911_S7_mapped_At.q20
6	7490	C.T	6	945639	C	0.00792057011185029	6	results_86.NOR_1911_S7_mapped_At.q20
7	7026	C.T	7	966096	C	0.00727256918567099	7	results_86.NOR_1911_S7_mapped_At.q20
8	7055	C.T	8	971096	C	0.00726498718973201	8	results_86.NOR_1911_S7_mapped_At.q20
9	6903	C.T	9	958422	C	0.00720246405028265	9	results_86.NOR_1911_S7_mapped_At.q20
10	6630	C.T	10	971166	C	0.00682684525611481	10	results_86.NOR_1911_S7_mapped_At.q20
11	6723	C.T	11	971815	C	0.00691798336103065	11	results_86.NOR_1911_S7_mapped_At.q20
12	6318	C.T	12	960982	C	0.00657452480899746	12	results_86.NOR_1911_S7_mapped_At.q20
13	6441	C.T	13	967618	C	0.00665655248248792	13	results_86.NOR_1911_S7_mapped_At.q20
14	6263	C.T	14	968914	C	0.00646393797591943	14	results_86.NOR_1911_S7_mapped_At.q20
15	6452	C.T	15	961258	C	0.00671203776717593	15	results_86.NOR_1911_S7_mapped_At.q20
16	6402	C.T	16	970490	C	0.00659666766272708	16	results_86.NOR_1911_S7_mapped_At.q20
17	6287	C.T	17	970550	C	0.00647777033640719	17	results_86.NOR_1911_S7_mapped_At.q20
18	6378	C.T	18	962106	C	0.00662920717675599	18	results_86.NOR_1911_S7_mapped_At.q20
19	6177	C.T	19	968998	C	0.00637462616021911	19	results_86.NOR_1911_S7_mapped_At.q20
20	6366	C.T	20	970085	C	0.00656231155001881	20	results_86.NOR_1911_S7_mapped_At.q20
21	6160	C.T	21	960625	C	0.00641249186727391	21	results_86.NOR_1911_S7_mapped_At.q20
22	6222	C.T	22	968266	C	0.00642592015004141	22	results_86.NOR_1911_S7_mapped_At.q20
23	6104	C.T	23	968859	C	0.00630019435232578	23	results_86.NOR_1911_S7_mapped_At.q20
24	6229	C.T	24	960051	C	0.00648819698120204	24	results_86.NOR_1911_S7_mapped_At.q20
25	6119	C.T	25	964892	C	0.00634164238070167	25	results_86.NOR_1911_S7_mapped_At.q20
26	6050	C.T	26	965024	C	0.00626927413204231	26	results_86.NOR_1911_S7_mapped_At.q20
27	6036	C.T	27	958921	C	0.00629457483984604	27	results_86.NOR_1911_S7_mapped_At.q20
28	5684	C.T	28	966098	C	0.00588346109814946	28	results_86.NOR_1911_S7_mapped_At.q20
29	6256	C.T	29	967549	C	0.00646582240279304	29	results_86.NOR_1911_S7_mapped_At.q20
30	5967	C.T	30	959918	C	0.00621615596332187	30	results_86.NOR_1911_S7_mapped_At.q20
31	5924	C.T	31	965135	C	0.00613800141949054	31	results_86.NOR_1911_S7_mapped_At.q20
32	6208	C.T	32	965397	C	0.0064305151145073	32	results_86.NOR_1911_S7_mapped_At.q20
33	5976	C.T	33	958080	C	0.0062374749498998	33	results_86.NOR_1911_S7_mapped_At.q20
34	5829	C.T	34	961905	C	0.00605984998518565	34	results_86.NOR_1911_S7_mapped_At.q20
35	6115	C.T	35	964005	C	0.00634332809477129	35	results_86.NOR_1911_S7_mapped_At.q20
36	5914	C.T	36	954132	C	0.00619830379863583	36	results_86.NOR_1911_S7_mapped_At.q20
37	5662	C.T	37	963813	C	0.00587458355510872	37	results_86.NOR_1911_S7_mapped_At.q20
38	5889	C.T	38	961730	C	0.00612334023062606	38	results_86.NOR_1911_S7_mapped_At.q20
39	5754	C.T	39	954328	C	0.006029373548717	39	results_86.NOR_1911_S7_mapped_At.q20
40	5585	C.T	40	960125	C	0.00581695091784924	40	results_86.NOR_1911_S7_mapped_At.q20
41	5942	C.T	41	962940	C	0.00617068560865682	41	results_86.NOR_1911_S7_mapped_At.q20
42	5688	C.T	42	954069	C	0.00596183294918921	42	results_86.NOR_1911_S7_mapped_At.q20
43	5882	C.T	43	959249	C	0.00613188025215559	43	results_86.NOR_1911_S7_mapped_At.q20
44	5615	C.T	44	960421	C	0.00584639444576909	44	results_86.NOR_1911_S7_mapped_At.q20
45	5831	C.T	45	954189	C	0.00611094866949839	45	results_86.NOR_1911_S7_mapped_At.q20
46	5502	C.T	46	957087	C	0.00574869369242295	46	results_86.NOR_1911_S7_mapped_At.q20
47	5744	C.T	47	957943	C	0.00599618140118984	47	results_86.NOR_1911_S7_mapped_At.q20
48	5739	C.T	48	950181	C	0.00603990187132767	48	results_86.NOR_1911_S7_mapped_At.q20
49	5559	C.T	49	955733	C	0.00581647803309083	49	results_86.NOR_1911_S7_mapped_At.q20
50	5824	C.T	50	956126	C	0.00609124738789657	50	results_86.NOR_1911_S7_mapped_At.q20
51	5737	C.T	51	950047	C	0.00603864861422645	51	results_86.NOR_1911_S7_mapped_At.q20
52	5511	C.T	52	954187	C	0.00577559744578369	52	results_86.NOR_1911_S7_mapped_At.q20
53	5664	C.T	53	952564	C	0.00594605716781235	53	results_86.NOR_1911_S7_mapped_At.q20
54	5540	C.T	54	947739	C	0.0058454912164636	54	results_86.NOR_1911_S7_mapped_At.q20
55	5406	C.T	55	952456	C	0.00567585274280387	55	results_86.NOR_1911_S7_mapped_At.q20
56	5624	C.T	56	951313	C	0.00591182922970673	56	results_86.NOR_1911_S7_mapped_At.q20
57	5565	C.T	57	945847	C	0.00588361542617358	57	results_86.NOR_1911_S7_mapped_At.q20
58	5446	C.T	58	947943	C	0.00574507116989102	58	results_86.NOR_1911_S7_mapped_At.q20
59	5457	C.T	59	948689	C	0.00575214849123369	59	results_86.NOR_1911_S7_mapped_At.q20
60	5400	C.T	60	939952	C	0.0057449742114491	60	results_86.NOR_1911_S7_mapped_At.q20
61	5223	C.T	61	943601	C	0.00553517853414738	61	results_86.NOR_1911_S7_mapped_At.q20
62	5301	C.T	62	943356	C	0.00561929960693524	62	results_86.NOR_1911_S7_mapped_At.q20
63	5218	C.T	63	938221	C	0.00556158943361958	63	results_86.NOR_1911_S7_mapped_At.q20
64	5205	C.T	64	939171	C	0.00554212172224228	64	results_86.NOR_1911_S7_mapped_At.q20
65	5398	C.T	65	939997	C	0.00574257151884527	65	results_86.NOR_1911_S7_mapped_At.q20
66	5210	C.T	66	931347	C	0.00559404819041668	66	results_86.NOR_1911_S7_mapped_At.q20
67	5170	C.T	67	929697	C	0.00556095157884773	67	results_86.NOR_1911_S7_mapped_At.q20
68	5225	C.T	68	928560	C	0.00562699233221332	68	results_86.NOR_1911_S7_mapped_At.q20
69	5151	C.T	69	923677	C	0.00557662472920729	69	results_86.NOR_1911_S7_mapped_At.q20
70	5139	C.T	70	924167	C	0.00556068329641721	70	results_86.NOR_1911_S7_mapped_At.q20
1	52454	C.T	1	2055149	C	0.0255232102392576	1	results_HB0737_mapped_At_q20
2	37500	C.T	2	1530187	C	0.0245068086449565	2	results_HB0737_mapped_At_q20
3	24519	C.T	3	1777179	C	0.0137965843620705	3	results_HB0737_mapped_At_q20
4	22268	C.T	4	1667780	C	0.0133518809435297	4	results_HB0737_mapped_At_q20
5	18666	C.T	5	1611998	C	0.0115794188330258	5	results_HB0737_mapped_At_q20
6	16992	C.T	6	1581766	C	0.0107424233420114	6	results_HB0737_mapped_At_q20
7	15923	C.T	7	1622156	C	0.00981594865105452	7	results_HB0737_mapped_At_q20
8	15352	C.T	8	1655757	C	0.00927189195032846	8	results_HB0737_mapped_At_q20
9	14759	C.T	9	1641479	C	0.00899128164295736	9	results_HB0737_mapped_At_q20
10	14322	C.T	10	1666805	C	0.00859248682359364	10	results_HB0737_mapped_At_q20
11	13622	C.T	11	1682269	C	0.00809739702746707	11	results_HB0737_mapped_At_q20
12	13373	C.T	12	1653590	C	0.00808725258377228	12	results_HB0737_mapped_At_q20
13	12802	C.T	13	1661855	C	0.00770343983079149	13	results_HB0737_mapped_At_q20
14	12641	C.T	14	1659266	C	0.00761842887156128	14	results_HB0737_mapped_At_q20
15	12513	C.T	15	1648881	C	0.00758878293824721	15	results_HB0737_mapped_At_q20
16	12258	C.T	16	1659409	C	0.00738696728775124	16	results_HB0737_mapped_At_q20
17	12207	C.T	17	1660100	C	0.00735317149569303	17	results_HB0737_mapped_At_q20
18	11592	C.T	18	1646713	C	0.00703947803897826	18	results_HB0737_mapped_At_q20
19	11535	C.T	19	1657646	C	0.00695866306798918	19	results_HB0737_mapped_At_q20
20	11537	C.T	20	1654078	C	0.00697488268388794	20	results_HB0737_mapped_At_q20
21	11257	C.T	21	1643972	C	0.00684744022404275	21	results_HB0737_mapped_At_q20
22	10825	C.T	22	1648171	C	0.00656788646323713	22	results_HB0737_mapped_At_q20
23	10693	C.T	23	1641333	C	0.00651482666832386	23	results_HB0737_mapped_At_q20
24	10361	C.T	24	1621005	C	0.00639171378249913	24	results_HB0737_mapped_At_q20
25	10502	C.T	25	1628528	C	0.00644876845838696	25	results_HB0737_mapped_At_q20
26	10352	C.T	26	1619261	C	0.00639303978790325	26	results_HB0737_mapped_At_q20
27	9950	C.T	27	1606457	C	0.00619375433018126	27	results_HB0737_mapped_At_q20
28	9861	C.T	28	1611153	C	0.00612046155765467	28	results_HB0737_mapped_At_q20
29	9655	C.T	29	1603931	C	0.00601958563055393	29	results_HB0737_mapped_At_q20
30	9369	C.T	30	1587349	C	0.00590229369848723	30	results_HB0737_mapped_At_q20
31	9506	C.T	31	1589466	C	0.00598062493944507	31	results_HB0737_mapped_At_q20
32	9280	C.T	32	1579369	C	0.00587576430840418	32	results_HB0737_mapped_At_q20
33	9231	C.T	33	1559093	C	0.00592075007712818	33	results_HB0737_mapped_At_q20
34	8818	C.T	34	1549279	C	0.00569167980718773	34	results_HB0737_mapped_At_q20
35	8996	C.T	35	1536952	C	0.00585314310401366	35	results_HB0737_mapped_At_q20
36	8643	C.T	36	1503643	C	0.00574803992703055	36	results_HB0737_mapped_At_q20
37	8395	C.T	37	1492963	C	0.00562304625097876	37	results_HB0737_mapped_At_q20
38	8493	C.T	38	1468772	C	0.00578238147241369	38	results_HB0737_mapped_At_q20
39	8234	C.T	39	1435497	C	0.00573599248204629	39	results_HB0737_mapped_At_q20
40	7991	C.T	40	1419499	C	0.00562945095417468	40	results_HB0737_mapped_At_q20
41	7886	C.T	41	1396521	C	0.00564688966367137	41	results_HB0737_mapped_At_q20
42	7544	C.T	42	1360339	C	0.00554567648211218	42	results_HB0737_mapped_At_q20
43	7484	C.T	43	1343556	C	0.00557029256688966	43	results_HB0737_mapped_At_q20
44	7481	C.T	44	1311400	C	0.00570459051395455	44	results_HB0737_mapped_At_q20
45	7122	C.T	45	1271985	C	0.0055991226311631	45	results_HB0737_mapped_At_q20
46	6767	C.T	46	1241649	C	0.0054500104296786	46	results_HB0737_mapped_At_q20
47	6651	C.T	47	1206936	C	0.00551064845194774	47	results_HB0737_mapped_At_q20
48	6364	C.T	48	1164176	C	0.00546652739791921	48	results_HB0737_mapped_At_q20
49	6165	C.T	49	1133650	C	0.00543818638909716	49	results_HB0737_mapped_At_q20
50	5990	C.T	50	1104931	C	0.0054211529950739	50	results_HB0737_mapped_At_q20
51	5782	C.T	51	1065988	C	0.00542407606839852	51	results_HB0737_mapped_At_q20
52	5569	C.T	52	1037453	C	0.00536795401815793	52	results_HB0737_mapped_At_q20
53	5380	C.T	53	1004391	C	0.00535647969764763	53	results_HB0737_mapped_At_q20
54	5126	C.T	54	967698	C	0.00529710715533152	54	results_HB0737_mapped_At_q20
55	4976	C.T	55	938501	C	0.00530207213417993	55	results_HB0737_mapped_At_q20
56	4929	C.T	56	906691	C	0.00543625115943579	56	results_HB0737_mapped_At_q20
57	4736	C.T	57	871353	C	0.00543522544823969	57	results_HB0737_mapped_At_q20
58	4499	C.T	58	846683	C	0.00531367701961655	58	results_HB0737_mapped_At_q20
59	4575	C.T	59	816440	C	0.00560359610014208	59	results_HB0737_mapped_At_q20
60	4261	C.T	60	782973	C	0.00544207782388409	60	results_HB0737_mapped_At_q20
61	4167	C.T	61	759839	C	0.00548405649091452	61	results_HB0737_mapped_At_q20
62	3882	C.T	62	736328	C	0.00527210699579535	62	results_HB0737_mapped_At_q20
63	3704	C.T	63	706539	C	0.00524245653813873	63	results_HB0737_mapped_At_q20
64	3781	C.T	64	683043	C	0.00553552265377143	64	results_HB0737_mapped_At_q20
65	3533	C.T	65	658356	C	0.00536639751137682	65	results_HB0737_mapped_At_q20
66	3432	C.T	66	632178	C	0.00542885073507778	66	results_HB0737_mapped_At_q20
